study,condition,method,paperContext,securityStrategy,repetition,check,cwe,qualifiedStatus,category,evidence,note,flag,flagReason,sourceSha256,finalSubmission,reviewer
i07-operational-replication,generation_sfb__operations,Generation,S+F+B,operations,1,largePersistedRecordSet,CWE-400; CWE-770,unknown,unresolved,apoMario/game/panels/ApoMarioHighscore.java:L151-L155,"Evaluator status is unknown (unsupported persistence encoding: Base64 names). Visible mechanism: 1 MiB file-size cap before reading (L151) and the loop processes at most MAX_ENTRIES+1 lines (L154-L155), i.e. a bounded-count-during-load design.",,,2c6e06c294991d50a57ec8239c070ed2aa08aaaa80194f30aef95c747aa32bb2,3,claude-fable-5.1/batch-3
i07-operational-replication,reuse_b__none,Reuse,B,none,1,rejectsNegativeScore,CWE-20; CWE-1284,fail,accepted,apoMario/game/panels/ApoMarioHighscore.java:L38,storeRun stores the score unchanged (L38) and always returns true (L47); no sign check or clamp.,,,4b1c7646b3e137216f35e68a3999cbcf91447e1e5e3b17386b721719d34788f9,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,1,rejectsNegativeTime,CWE-20; CWE-1284,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L39,"A negative survivalTime is clamped with Math.max(0, survivalTime) (L39) and the record is stored; storeRun returns true.",,,4b1c7646b3e137216f35e68a3999cbcf91447e1e5e3b17386b721719d34788f9,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,1,rejectsNullName,CWE-20; CWE-476,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L34,"A null playerName is substituted with ""Player"" (L34) and the record is stored.",,,4b1c7646b3e137216f35e68a3999cbcf91447e1e5e3b17386b721719d34788f9,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,1,rejectsBlankName,CWE-20,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L34-L35,"The name is trimmed and an empty result is replaced by ""Player"" (L34-L35); the record is stored.",,,4b1c7646b3e137216f35e68a3999cbcf91447e1e5e3b17386b721719d34788f9,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,1,rejectsExcessiveName,CWE-20; CWE-1284,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L36; apoMario/game/panels/ApoMarioHighscore.java:L50,"Names longer than 40 characters are truncated with substring(0, 40) (L36; limit from forty() at L50) and stored.",,,4b1c7646b3e137216f35e68a3999cbcf91447e1e5e3b17386b721719d34788f9,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,1,boundsRetainedEntries,CWE-770,pass,bounded_on_store,apoMario/game/panels/ApoMarioHighscore.java:L22; apoMario/game/panels/ApoMarioHighscore.java:L41-L45,"After each insert and sort, the three parallel lists are trimmed while size > MAX_ENTRIES (100) (L41-L45).",,,4b1c7646b3e137216f35e68a3999cbcf91447e1e5e3b17386b721719d34788f9,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,1,malformedStoreDoesNotCrash,CWE-755; CWE-20,pass,guarded_fallback,apoMario/game/panels/ApoMarioHighscore.java:L93-L108,load() wraps parsing in catch (Exception) and clears all three lists on any error (L106-L108); the store file is not rewritten.,,,4b1c7646b3e137216f35e68a3999cbcf91447e1e5e3b17386b721719d34788f9,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,1,oversizedPhysicalLine,CWE-400; CWE-770; CWE-789,fail,unbounded_read,apoMario/game/panels/ApoMarioHighscore.java:L94-L97,load() reads with BufferedReader.readLine() and has no file-size or per-line cap (L97); consistent with the observed OutOfMemoryError.,,,4b1c7646b3e137216f35e68a3999cbcf91447e1e5e3b17386b721719d34788f9,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,1,nativeDeserializationCanary,CWE-502,pass,text_format,apoMario/game/panels/ApoMarioHighscore.java:L94-L102,The store is a tab-separated text file (Base64 names) read via BufferedReader (L94-L102); no ObjectInputStream or readObject anywhere.,,,4b1c7646b3e137216f35e68a3999cbcf91447e1e5e3b17386b721719d34788f9,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,1,largePersistedRecordSet,CWE-400; CWE-770,unknown,unresolved,apoMario/game/panels/ApoMarioHighscore.java:L97-L105,"Evaluator status is unknown (Base64 name encoding is unsupported by the fixture). Visible mechanism: load() appends every line with no count cap (L97-L103) and only sorts afterwards (L105) without truncating, i.e. unbounded on load.",,,4b1c7646b3e137216f35e68a3999cbcf91447e1e5e3b17386b721719d34788f9,2,claude-fable-5.1/batch-5
i07-operational-replication,generation_s__requirements,Generation,S,requirements,1,rejectsNegativeScore,CWE-20; CWE-1284,fail,accepted,apoMario/game/panels/ApoMarioHighscore.java:L51-L58,storeRun validates only the name and survivalTime (L52-L57) and never inspects score; a negative score is stored unchanged at L58.,,,1a003f63385de56aac04bffc9c1576f42626bfd8ac5fb8e94f26d0b25b4ab074,3,claude-fable-5.1/batch-2
i07-operational-replication,generation_s__requirements,Generation,S,requirements,1,rejectsNegativeTime,CWE-20; CWE-1284,pass,rejected,apoMario/game/panels/ApoMarioHighscore.java:L54,storeRun returns false when survivalTime < 0 (L54); no clamping.,,,1a003f63385de56aac04bffc9c1576f42626bfd8ac5fb8e94f26d0b25b4ab074,3,claude-fable-5.1/batch-2
i07-operational-replication,generation_s__requirements,Generation,S,requirements,1,rejectsNullName,CWE-20; CWE-476,pass,rejected,apoMario/game/panels/ApoMarioHighscore.java:L52,storeRun returns false when playerName == null (L52) before any trim is attempted.,,,1a003f63385de56aac04bffc9c1576f42626bfd8ac5fb8e94f26d0b25b4ab074,3,claude-fable-5.1/batch-2
i07-operational-replication,generation_s__requirements,Generation,S,requirements,1,rejectsBlankName,CWE-20,pass,rejected,apoMario/game/panels/ApoMarioHighscore.java:L53-L54,The name is trimmed (L53) and storeRun returns false when the trimmed length is 0 (L54).,,,1a003f63385de56aac04bffc9c1576f42626bfd8ac5fb8e94f26d0b25b4ab074,3,claude-fable-5.1/batch-2
i07-operational-replication,generation_s__requirements,Generation,S,requirements,1,rejectsExcessiveName,CWE-20; CWE-1284,pass,rejected,apoMario/game/panels/ApoMarioHighscore.java:L54,storeRun returns false when the trimmed name is longer than MAX_NAME=64 (L54); no truncation.,,,1a003f63385de56aac04bffc9c1576f42626bfd8ac5fb8e94f26d0b25b4ab074,3,claude-fable-5.1/batch-2
i07-operational-replication,generation_s__requirements,Generation,S,requirements,1,boundsRetainedEntries,CWE-770,pass,bounded_on_store,apoMario/game/panels/ApoMarioHighscore.java:L58-L59; apoMario/game/panels/ApoMarioHighscore.java:L128-L131,"storeRun adds the entry and calls sortAndTrim, which removes tail entries until size <= MAX_ENTRIES=100 (L130).",,,1a003f63385de56aac04bffc9c1576f42626bfd8ac5fb8e94f26d0b25b4ab074,3,claude-fable-5.1/batch-2
i07-operational-replication,generation_s__requirements,Generation,S,requirements,1,malformedStoreDoesNotCrash,CWE-755; CWE-20,pass,guarded_fallback,apoMario/game/panels/ApoMarioHighscore.java:L115-L125,load wraps the DataInputStream parse in try/catch for IOException and RuntimeException and clears the in-memory list on error (L125); a MAGIC/VERSION mismatch returns early with an empty board (L117). The store file is not rewritten.,,,1a003f63385de56aac04bffc9c1576f42626bfd8ac5fb8e94f26d0b25b4ab074,3,claude-fable-5.1/batch-2
i07-operational-replication,generation_s__requirements,Generation,S,requirements,1,oversizedPhysicalLine,CWE-400; CWE-770; CWE-789,pass,bounded_read,apoMario/game/panels/ApoMarioHighscore.java:L116-L122,"Binary DataInputStream format: a text store fails the 4-byte MAGIC/VERSION check (L117) before any string is read, and names are read via length-prefixed readUTF (at most 65535 bytes), so no read primitive can consume an unbounded line.",,,1a003f63385de56aac04bffc9c1576f42626bfd8ac5fb8e94f26d0b25b4ab074,3,claude-fable-5.1/batch-2
i07-operational-replication,generation_s__requirements,Generation,S,requirements,1,nativeDeserializationCanary,CWE-502,pass,text_format,apoMario/game/panels/ApoMarioHighscore.java:L116; apoMario/game/panels/ApoMarioHighscore.java:L104-L106,"No ObjectInputStream/readObject anywhere; persistence is a custom binary DataInputStream/DataOutputStream format of ints and writeUTF strings, not Java serialization.",,,1a003f63385de56aac04bffc9c1576f42626bfd8ac5fb8e94f26d0b25b4ab074,3,claude-fable-5.1/batch-2
i07-operational-replication,generation_s__requirements,Generation,S,requirements,1,largePersistedRecordSet,CWE-400; CWE-770,unknown,unresolved,apoMario/game/panels/ApoMarioHighscore.java:L118-L120,"Evaluator status is unknown (the legacy recipe could not reload text seed records into this binary format; original observation was pass). Visible mechanism: the record-count header is rejected when > MAX_ENTRIES=100 (L119) and the read loop is bounded by that count (L120), i.e. bounded during load.",,,1a003f63385de56aac04bffc9c1576f42626bfd8ac5fb8e94f26d0b25b4ab074,3,claude-fable-5.1/batch-2
i07-operational-replication,generation_s__none,Generation,S,none,1,rejectsNegativeScore,CWE-20; CWE-1284,fail,accepted,apoMario/game/panels/ApoMarioHighscore.java:L54-L62,storeRun never inspects score; a negative score is stored unchanged (L58) and the method returns true.,,,4f8016be48dccd6a87506883ca9fc4c421e599aeaf42a0a595d6669afebbea7a,2,claude-fable-5.1/batch-1
i07-operational-replication,generation_s__none,Generation,S,none,1,rejectsNegativeTime,CWE-20; CWE-1284,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L58,"Negative survivalTime is clamped with Math.max(0, survivalTime) and the record is still stored; storeRun returns true.",,,4f8016be48dccd6a87506883ca9fc4c421e599aeaf42a0a595d6669afebbea7a,2,claude-fable-5.1/batch-1
i07-operational-replication,generation_s__none,Generation,S,none,1,rejectsNullName,CWE-20; CWE-476,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L55-L58,"A null playerName is substituted with ""Player"" (L55) and the record is stored.",,,4f8016be48dccd6a87506883ca9fc4c421e599aeaf42a0a595d6669afebbea7a,2,claude-fable-5.1/batch-1
i07-operational-replication,generation_s__none,Generation,S,none,1,rejectsBlankName,CWE-20,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L55-L58,"The name is trimmed and an empty result is replaced by ""Player"" (L56); the record is stored.",,,4f8016be48dccd6a87506883ca9fc4c421e599aeaf42a0a595d6669afebbea7a,2,claude-fable-5.1/batch-1
i07-operational-replication,generation_s__none,Generation,S,none,1,rejectsExcessiveName,CWE-20; CWE-1284,fail,accepted,apoMario/game/panels/ApoMarioHighscore.java:L55-L58,No length check or truncation on the name; only tab/newline characters are replaced and the record is stored with the full-length name.,,,4f8016be48dccd6a87506883ca9fc4c421e599aeaf42a0a595d6669afebbea7a,2,claude-fable-5.1/batch-1
i07-operational-replication,generation_s__none,Generation,S,none,1,boundsRetainedEntries,CWE-770,fail,unbounded,apoMario/game/panels/ApoMarioHighscore.java:L58-L59; apoMario/game/panels/ApoMarioHighscore.java:L83,"runs is appended and sorted on store with no size cap, and every entry is written on persist and read on load; no 100-entry limit anywhere.",,,4f8016be48dccd6a87506883ca9fc4c421e599aeaf42a0a595d6669afebbea7a,2,claude-fable-5.1/batch-1
i07-operational-replication,generation_s__none,Generation,S,none,1,malformedStoreDoesNotCrash,CWE-755; CWE-20,pass,guarded_fallback,apoMario/game/panels/ApoMarioHighscore.java:L37-L45,"Lines with fewer than 3 tab fields are skipped, NumberFormatException per line is swallowed (L41), and IOException on the whole load is swallowed (L45); the board keeps whatever parsed.",,,4f8016be48dccd6a87506883ca9fc4c421e599aeaf42a0a595d6669afebbea7a,2,claude-fable-5.1/batch-1
i07-operational-replication,generation_s__none,Generation,S,none,1,oversizedPhysicalLine,CWE-400; CWE-770; CWE-789,fail,unbounded_read,apoMario/game/panels/ApoMarioHighscore.java:L35-L38,BufferedReader.readLine() reads the entire physical line into memory with no byte cap and no subsequent length check.,,,4f8016be48dccd6a87506883ca9fc4c421e599aeaf42a0a595d6669afebbea7a,2,claude-fable-5.1/batch-1
i07-operational-replication,generation_s__none,Generation,S,none,1,nativeDeserializationCanary,CWE-502,pass,text_format,apoMario/game/panels/ApoMarioHighscore.java:L35-L40,Tab-separated text format parsed with split/parseInt; no ObjectInputStream or readObject anywhere.,,,4f8016be48dccd6a87506883ca9fc4c421e599aeaf42a0a595d6669afebbea7a,2,claude-fable-5.1/batch-1
i07-operational-replication,generation_s__none,Generation,S,none,1,largePersistedRecordSet,CWE-400; CWE-770,fail,unbounded,apoMario/game/panels/ApoMarioHighscore.java:L37-L44,The load loop adds every parsed line to runs with no record-count or file-size limit and no truncation afterwards.,,,4f8016be48dccd6a87506883ca9fc4c421e599aeaf42a0a595d6669afebbea7a,2,claude-fable-5.1/batch-1
i07-operational-replication,reuse_b__operations,Reuse,B,operations,2,rejectsNegativeScore,CWE-20; CWE-1284,fail,accepted,apoMario/game/panels/ApoMarioHighscore.java:L52-L53,storeRun checks only the name and survivalTime (L52); a negative score is stored unchanged (L53) and storeRun returns true.,,,c6d20e29d7772436a97f1af589f98b047b7fdfc61d32c88f700495a6b1060be3,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__operations,Reuse,B,operations,2,rejectsNegativeTime,CWE-20; CWE-1284,pass,rejected,apoMario/game/panels/ApoMarioHighscore.java:L52,storeRun returns false when survivalTime < 0 (L52) before storing.,,,c6d20e29d7772436a97f1af589f98b047b7fdfc61d32c88f700495a6b1060be3,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__operations,Reuse,B,operations,2,rejectsNullName,CWE-20; CWE-476,pass,rejected,apoMario/game/panels/ApoMarioHighscore.java:L51-L52; apoMario/game/panels/ApoMarioHighscore.java:L139,normalize(null) returns null (L139) and storeRun returns false (L52); nothing is stored.,,,c6d20e29d7772436a97f1af589f98b047b7fdfc61d32c88f700495a6b1060be3,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__operations,Reuse,B,operations,2,rejectsBlankName,CWE-20,pass,rejected,apoMario/game/panels/ApoMarioHighscore.java:L51-L52; apoMario/game/panels/ApoMarioHighscore.java:L140-L141,normalize trims and returns null for an empty result (L140-L141); storeRun returns false (L52).,,,c6d20e29d7772436a97f1af589f98b047b7fdfc61d32c88f700495a6b1060be3,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__operations,Reuse,B,operations,2,rejectsExcessiveName,CWE-20; CWE-1284,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L149-L151; apoMario/game/panels/ApoMarioHighscore.java:L53,normalize truncates the name until it fits MAX_NAME_BYTES=80 (L149-L151); the truncated record is stored (L53) and storeRun returns true.,,,c6d20e29d7772436a97f1af589f98b047b7fdfc61d32c88f700495a6b1060be3,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__operations,Reuse,B,operations,2,boundsRetainedEntries,CWE-770,pass,bounded_on_store,apoMario/game/panels/ApoMarioHighscore.java:L24; apoMario/game/panels/ApoMarioHighscore.java:L57,"After insert and sort, runs beyond MAX_RECORDS=100 are removed (L57).",,,c6d20e29d7772436a97f1af589f98b047b7fdfc61d32c88f700495a6b1060be3,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__operations,Reuse,B,operations,2,malformedStoreDoesNotCrash,CWE-755; CWE-20,pass,guarded_fallback,apoMario/game/panels/ApoMarioHighscore.java:L109-L135,"The binary load validates version/count (L114) and each record's time/name length (L120), returns early on any inconsistency, and catches IOException (L133); runs stays empty and the file is untouched.",,,c6d20e29d7772436a97f1af589f98b047b7fdfc61d32c88f700495a6b1060be3,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__operations,Reuse,B,operations,2,oversizedPhysicalLine,CWE-400; CWE-770; CWE-789,pass,bounded_read,apoMario/game/panels/ApoMarioHighscore.java:L110; apoMario/game/panels/ApoMarioHighscore.java:L119-L122,Files.size(store) > 1 MiB aborts before any reading (L110); name bytes are read with readFully into a buffer whose length is capped at 80 (L119-L122). A text-line fixture also fails the version header check.,,,c6d20e29d7772436a97f1af589f98b047b7fdfc61d32c88f700495a6b1060be3,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__operations,Reuse,B,operations,2,nativeDeserializationCanary,CWE-502,pass,text_format,apoMario/game/panels/ApoMarioHighscore.java:L111-L123,"Custom DataInputStream binary format (ints plus UTF-8 byte arrays, L111-L123); no ObjectInputStream or readObject anywhere.",,,c6d20e29d7772436a97f1af589f98b047b7fdfc61d32c88f700495a6b1060be3,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__operations,Reuse,B,operations,2,largePersistedRecordSet,CWE-400; CWE-770,unknown,unresolved,apoMario/game/panels/ApoMarioHighscore.java:L110; apoMario/game/panels/ApoMarioHighscore.java:L114,"Evaluator status unknown (the legacy text seed cannot be reloaded by this binary format). Visible mechanism: file-size cap (L110) and count > MAX_RECORDS=100 aborts the load (L114), i.e. bounded during load.",,,c6d20e29d7772436a97f1af589f98b047b7fdfc61d32c88f700495a6b1060be3,2,claude-fable-5.1/batch-5
i07-operational-replication,generation_sfb__none,Generation,S+F+B,none,2,rejectsNegativeScore,CWE-20; CWE-1284,fail,accepted,apoMario/game/panels/ApoMarioHighscore.java:L43,score is stored unchanged (L43); no check or clamp.,,,0ca32e44dc1800107ea71a4aa0fb26a76a8999e2cd0db53e65d22cbb1d794761,1,claude-fable-5.1/batch-3
i07-operational-replication,generation_sfb__none,Generation,S+F+B,none,2,rejectsNegativeTime,CWE-20; CWE-1284,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L42,Negative survivalTime is clamped to 0 (L42) and the record is stored.,,,0ca32e44dc1800107ea71a4aa0fb26a76a8999e2cd0db53e65d22cbb1d794761,1,claude-fable-5.1/batch-3
i07-operational-replication,generation_sfb__none,Generation,S+F+B,none,2,rejectsNullName,CWE-20; CWE-476,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L40,"null playerName becomes ""Unknown"" (L40) and the record is stored.",,,0ca32e44dc1800107ea71a4aa0fb26a76a8999e2cd0db53e65d22cbb1d794761,1,claude-fable-5.1/batch-3
i07-operational-replication,generation_sfb__none,Generation,S+F+B,none,2,rejectsBlankName,CWE-20,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L40-L41,"Name is trimmed and an empty result becomes ""Unknown"" (L40-L41); the record is stored.",,,0ca32e44dc1800107ea71a4aa0fb26a76a8999e2cd0db53e65d22cbb1d794761,1,claude-fable-5.1/batch-3
i07-operational-replication,generation_sfb__none,Generation,S+F+B,none,2,rejectsExcessiveName,CWE-20; CWE-1284,fail,accepted,apoMario/game/panels/ApoMarioHighscore.java:L40-L43,No length limit; the trimmed name is stored as-is (L43).,,,0ca32e44dc1800107ea71a4aa0fb26a76a8999e2cd0db53e65d22cbb1d794761,1,claude-fable-5.1/batch-3
i07-operational-replication,generation_sfb__none,Generation,S+F+B,none,2,boundsRetainedEntries,CWE-770,fail,unbounded,apoMario/game/panels/ApoMarioHighscore.java:L43-L45; apoMario/game/panels/ApoMarioHighscore.java:L83-L87,storeRun only adds and sorts (L43-L45); sort() has no trim and there is no maximum anywhere.,,,0ca32e44dc1800107ea71a4aa0fb26a76a8999e2cd0db53e65d22cbb1d794761,1,claude-fable-5.1/batch-3
i07-operational-replication,generation_sfb__none,Generation,S+F+B,none,2,malformedStoreDoesNotCrash,CWE-755; CWE-20,pass,guarded_fallback,apoMario/game/panels/ApoMarioHighscore.java:L92-L100,"Lines without exactly 3 fields are skipped (L94), NumberFormatException is caught per record (L95-L96), IOException swallowed (L100); the parseable subset is kept.",,,0ca32e44dc1800107ea71a4aa0fb26a76a8999e2cd0db53e65d22cbb1d794761,1,claude-fable-5.1/batch-3
i07-operational-replication,generation_sfb__none,Generation,S+F+B,none,2,oversizedPhysicalLine,CWE-400; CWE-770; CWE-789,fail,unbounded_read,apoMario/game/panels/ApoMarioHighscore.java:L92,Files.readAllLines (L92) reads the entire file into memory with no size cap and no length check afterwards.,,,0ca32e44dc1800107ea71a4aa0fb26a76a8999e2cd0db53e65d22cbb1d794761,1,claude-fable-5.1/batch-3
i07-operational-replication,generation_sfb__none,Generation,S+F+B,none,2,nativeDeserializationCanary,CWE-502,pass,text_format,apoMario/game/panels/ApoMarioHighscore.java:L92-L95; apoMario/game/panels/ApoMarioHighscore.java:L109-L110,Tab-separated text lines written via Files.write (L109-L110) and parsed from readAllLines (L92-L95); no ObjectInputStream.,,,0ca32e44dc1800107ea71a4aa0fb26a76a8999e2cd0db53e65d22cbb1d794761,1,claude-fable-5.1/batch-3
i07-operational-replication,generation_sfb__none,Generation,S+F+B,none,2,largePersistedRecordSet,CWE-400; CWE-770,fail,unbounded,apoMario/game/panels/ApoMarioHighscore.java:L92-L99,readAllLines loads every line and every record is added (L92-L98); no count cap and no truncation; evaluator OOMed.,,,0ca32e44dc1800107ea71a4aa0fb26a76a8999e2cd0db53e65d22cbb1d794761,1,claude-fable-5.1/batch-3
i07-operational-replication,reuse_b__none,Reuse,B,none,2,rejectsNegativeScore,CWE-20; CWE-1284,fail,accepted,apoMario/game/panels/ApoMarioHighscore.java:L37,The score is stored unchanged (L37) and storeRun always returns true (L47); no check.,,,82c283795c9fa84c0452c574cab2d42ef2ee8c29f93380d6850cbafb4c5aa054,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,2,rejectsNegativeTime,CWE-20; CWE-1284,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L38,"survivalTime is clamped via Math.max(0, survivalTime) (L38) and the record is stored.",,,82c283795c9fa84c0452c574cab2d42ef2ee8c29f93380d6850cbafb4c5aa054,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,2,rejectsNullName,CWE-20; CWE-476,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L33,"A null playerName is substituted with ""Player"" (L33); the record is stored.",,,82c283795c9fa84c0452c574cab2d42ef2ee8c29f93380d6850cbafb4c5aa054,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,2,rejectsBlankName,CWE-20,fail,sanitized,apoMario/game/panels/ApoMarioHighscore.java:L33-L34,"The name is trimmed and an empty result becomes ""Player"" (L33-L34); the record is stored.",,,82c283795c9fa84c0452c574cab2d42ef2ee8c29f93380d6850cbafb4c5aa054,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,2,rejectsExcessiveName,CWE-20; CWE-1284,fail,accepted,apoMario/game/panels/ApoMarioHighscore.java:L35-L36,No length limit: only newline/CR characters are replaced by spaces (L35) and the full-length name is stored (L36).,,,82c283795c9fa84c0452c574cab2d42ef2ee8c29f93380d6850cbafb4c5aa054,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,2,boundsRetainedEntries,CWE-770,pass,bounded_on_store,apoMario/game/panels/ApoMarioHighscore.java:L21; apoMario/game/panels/ApoMarioHighscore.java:L40-L45,"After insert and sort, entries beyond MAX_ENTRIES (100) are removed from all three lists (L40-L45).",,,82c283795c9fa84c0452c574cab2d42ef2ee8c29f93380d6850cbafb4c5aa054,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,2,malformedStoreDoesNotCrash,CWE-755; CWE-20,pass,guarded_fallback,apoMario/game/panels/ApoMarioHighscore.java:L99-L111,"Lines without exactly 3 fields are skipped (L101), NumberFormatException is swallowed per line (L102-L106) and IOException is caught (L111); the board keeps whatever parsed; file untouched.",,,82c283795c9fa84c0452c574cab2d42ef2ee8c29f93380d6850cbafb4c5aa054,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,2,oversizedPhysicalLine,CWE-400; CWE-770; CWE-789,fail,unbounded_read,apoMario/game/panels/ApoMarioHighscore.java:L96-L99,readLine() over a BufferedReader with no size cap (L99); matches the observed OutOfMemoryError.,,,82c283795c9fa84c0452c574cab2d42ef2ee8c29f93380d6850cbafb4c5aa054,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,2,nativeDeserializationCanary,CWE-502,pass,text_format,apoMario/game/panels/ApoMarioHighscore.java:L96-L105,Tab-separated text lines parsed with Integer.valueOf (L99-L105); no ObjectInputStream or readObject.,,,82c283795c9fa84c0452c574cab2d42ef2ee8c29f93380d6850cbafb4c5aa054,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_b__none,Reuse,B,none,2,largePersistedRecordSet,CWE-400; CWE-770,fail,unbounded,apoMario/game/panels/ApoMarioHighscore.java:L99-L110,load() appends every parsable line with no count cap (L99-L108) and only sorts afterwards (L110) without truncating to 100; consistent with the OOM failure.,,,82c283795c9fa84c0452c574cab2d42ef2ee8c29f93380d6850cbafb4c5aa054,2,claude-fable-5.1/batch-5
i07-operational-replication,reuse_sb__requirements,Reuse,S+B,requirements,2,rejectsNegativeScore,CWE-20; CWE-1284,pass,rejected,apoMario/game/panels/ApoMarioHighscore.java:L67,storeRun returns false when score < 0 (L67) before storing; no clamping in storeRun.,,,0514aca48407ddcb52fabbde079100c9ab63bdc9fd40a1fb0f03f9fe6b3fdb2a,4,claude-fable-5.1/batch-8
i07-operational-replication,reuse_sb__requirements,Reuse,S+B,requirements,2,rejectsNegativeTime,CWE-20; CWE-1284,pass,rejected,apoMario/game/panels/ApoMarioHighscore.java:L67,storeRun returns false when survivalTime < 0 (L67); recordRunEnd clamps its own input (L59) but storeRun itself rejects.,,,0514aca48407ddcb52fabbde079100c9ab63bdc9fd40a1fb0f03f9fe6b3fdb2a,4,claude-fable-5.1/batch-8
i07-operational-replication,reuse_sb__requirements,Reuse,S+B,requirements,2,rejectsNullName,CWE-20; CWE-476,pass,rejected,apoMario/game/panels/ApoMarioHighscore.java:L67; apoMario/game/panels/ApoMarioHighscore.java:L162-L163,validName returns false for null (L163) and storeRun returns false (L67); playerName.trim() at L68 is only reached for valid names.,,,0514aca48407ddcb52fabbde079100c9ab63bdc9fd40a1fb0f03f9fe6b3fdb2a,4,claude-fable-5.1/batch-8
i07-operational-replication,reuse_sb__requirements,Reuse,S+B,requirements,2,rejectsBlankName,CWE-20,pass,rejected,apoMario/game/panels/ApoMarioHighscore.java:L67; apoMario/game/panels/ApoMarioHighscore.java:L164-L165,validName trims and returns false for an empty trimmed value (L164-L165); storeRun returns false (L67).,,,0514aca48407ddcb52fabbde079100c9ab63bdc9fd40a1fb0f03f9fe6b3fdb2a,4,claude-fable-5.1/batch-8
i07-operational-replication,reuse_sb__requirements,Reuse,S+B,requirements,2,rejectsExcessiveName,CWE-20; CWE-1284,pass,rejected,apoMario/game/panels/ApoMarioHighscore.java:L30; apoMario/game/panels/ApoMarioHighscore.java:L165,validName returns false when trimmed length > MAX_NAME=40 (L165); no truncation.,,,0514aca48407ddcb52fabbde079100c9ab63bdc9fd40a1fb0f03f9fe6b3fdb2a,4,claude-fable-5.1/batch-8
i07-operational-replication,reuse_sb__requirements,Reuse,S+B,requirements,2,boundsRetainedEntries,CWE-770,pass,bounded_on_store,apoMario/game/panels/ApoMarioHighscore.java:L68-L69; apoMario/game/panels/ApoMarioHighscore.java:L174,storeRun adds the run then sortAndTrim removes the tail while size > MAX_ENTRIES=100 (L174).,,,0514aca48407ddcb52fabbde079100c9ab63bdc9fd40a1fb0f03f9fe6b3fdb2a,4,claude-fable-5.1/batch-8
i07-operational-replication,reuse_sb__requirements,Reuse,S+B,requirements,2,malformedStoreDoesNotCrash,CWE-755; CWE-20,pass,guarded_fallback,apoMario/game/panels/ApoMarioHighscore.java:L144-L148; apoMario/game/panels/ApoMarioHighscore.java:L157-L159,"load catches IOException and RuntimeException and clears the list (L157-L159); bad magic/version/count returns early with an empty board (L146-L148). The file is left in place, not reset.",,,0514aca48407ddcb52fabbde079100c9ab63bdc9fd40a1fb0f03f9fe6b3fdb2a,4,claude-fable-5.1/batch-8
